name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
ITALIANO UOMO,Armaf,https://api-assets.wikiparfum.com/_resized/1xb60kvnelar5sargnkdskjo8lb3nvr9r7r0hjgabbrg4pjlmouyhk5jwbi6-w500-q85.jpg,AROMATIC FOUGERE,AROMATIC FOUGERE,"Italiano Uomo, symbolises the masculinity, mesmerising attractiveness and sophistication of an Italian gentleman.","['Lavender', 'Bergamot', 'Patchouli', 'Basil', 'Clary Sage', 'Amber', 'Ciste Labdanum', 'Liquorice (Licorice)', 'Musk', 'Pepper', 'Violet']",United Arab Emirates,Male,2014,"['Everyday', 'Casual', 'Day', 'Summer', 'Sparkling', 'Energyzing', 'Sporty', 'Dynamic', 'Lavender', 'Aromatic']"
