name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
ELLE INTENSE,Yves Saint Laurent,https://api-assets.wikiparfum.com/_resized/9wrklmu9ixun66xo002q9k3vkl0dumynsp278zf163g9uhi756355s95naft-w500-q85.jpg,WOODY,AMBERY (ORIENTAL),"Elle – For the modern and urban woman, very feminine but with a touch of the masculine. Unforeseeable and singular. The fuel of femininity. The incarnation of a style; modern, smart, Bohemian. That is Elle and now Elle intense, a deeper version of the original.","['Jasmine', 'Amber', 'Lychee', 'Iris / Orris', 'Benzoin', 'Patchouli', 'Raspberry']",France,Female,2008,"['Intense', 'Rich', 'Robust', 'Powerful', 'Woody', 'Winter', 'Autum', 'Night', 'Brown', 'Black']"
