name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
GREEN NEROLI,Creed,https://api-assets.wikiparfum.com/_resized/prjpvezk2186rwrwtujold9vtrh16vme4a0fls5kx63lgyhf7r9sxori15nq-w500-q85.jpg,AROMATIC FOUGERE,CITRUS,Green Neroli draws inspiration from the abundant aromatic blossoms which thrive in the Mediterranean in the summertime.,"['Neroli', 'Mint', 'Peppermint', 'Caraway', 'Rosemary', 'Tarragon', 'Lemon', 'Orange', 'Mandarin (red)', 'Petitgrain', 'Pitanga']",France,Unisex,2020,"['Everyday', 'Casual', 'Day', 'Dynamic', 'Sparkling', 'Energyzing', 'Sporty', 'Summer', 'Fresh', 'Marine']"
