name,brand,family,subfamily,description,ingredients,origin,gender,year,concepts
ACIER ALUMINIUM,Creed,CHYPRE,WOODY,"Every man will feel like a knight in shining armour in Creed's Acier Aluminium fragrance. Inspired by the armour of interlocking metal (known as chain mail) worn by knights in the Middle Ages, Acier Aluminium makes a statement of unmistakably masculine strength and power; in fact, the French word 'acier' translates as high steel.","['Oakmoss', 'Sandalwood', 'Vanilla', 'Ambergris', 'Bergamot', 'Jasmine', 'Lemon', 'Spicy Notes']",France,Male,1973,"['Intense', 'Rich', 'Robust', 'Powerful', 'Winter', 'Night', 'Generous', 'Exotic', 'Casual', 'Warm']"
