name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
KOUROS,Yves Saint Laurent,https://api-assets.wikiparfum.com/_resized/sx7xvoqdlkmni9n8kgqfqrwicnuhrkojs9256j8acuzubquq2lfcc9dnfbj8-w500-q85.jpg,CHYPRE,AROMATIC FOUGERE,The fragrance of the triumphant masculinity; a divine and conquering fragrance for a powerful and intense scent.,"['Oakmoss', 'Artemisia', 'Geranium', 'Leather', 'Patchouli', 'Amber', 'Clove', 'Coriander', 'Honey', 'Incense / Olibanum', 'Musk', 'Vanilla', 'Vetiver', 'Bergamot', 'Cinnamon', 'Jasmine']",France,Male,1981,"['Intense', 'Robust', 'Powerful', 'Rich', 'Elegant', 'Winter', 'Sophisticated', 'Night', 'Casual', 'Autum']"
