name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
SÌ FIORI,Giorgio Armani,https://api-assets.wikiparfum.com/_resized/milskela98qrbxao8zeqh7mam90982ab8fayil85dq2dmpg15btmm6x7e863-w500-q85.jpg,CHYPRE,FRUITY,"'Yes, it is my tribute to modern femininity, an irresistible combination of grace, strength and the spirit of independence,' says Giorgio Armani.","['Rose (Turkey)', 'Oakmoss', 'Blackcurrant', 'Neroli', 'Vanilla', 'Mandarin', 'Patchouli']",Italy,Female,2019,"['Intense', 'Rich', 'Robust', 'Powerful', 'Everyday', 'Casual', 'Autum', 'Day', 'Romantic', 'Generous']"
