name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
VINYLE : COLLECTION DE NUIT,Yves Saint Laurent,https://api-assets.wikiparfum.com/_resized/tz942ntnkysm8qhgs715zj7q2sklp3sbig19p6jwcymbqo86sbacdrinx2sc-w500-q85.jpg,FLORAL,AMBERY (ORIENTAL),"An intense, sensual and carnal fragrance that dresses the skin.","['Myrrh', 'Everlasting Flower', 'Pink Pepper', 'Resins', 'Vanilla', 'Anise', 'Bergamot']",France,Unisex,2016,"['Rich', 'Everyday', 'Autum', 'Round', 'Intense', 'Robust', 'Powerful', 'Casual', 'Winter', 'Self-Confident']"
