name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
ACQUA DI GIOIA EAU DE PARFUM,Giorgio Armani,https://api-assets.wikiparfum.com/_resized/ws168b540sabvw0xdbckkeq7wzjzv107m95n2drwx89aez5bsufvw6ix3um4-w500-q85.jpeg,FLORAL,FRUITY,"On an island in the heart of lush nature, right after a storm, a woman makes her way through the thick vegetation. The air is filled with sea breezes; her skin brushes the sand; her body is at one with the ocean - absolute emotion. Acqua di Gioia - a joyful escapade where earth meets sea.","['Jasmine (Sambac)', 'Peony', 'Mint', 'Sugar', 'Bergamot', 'Blackcurrant', 'Cashmeran (Woody musky)', 'Cedarwood', 'Ciste Labdanum', 'Lemon Blossom', 'Mandarin', 'Pear', 'Petitgrain', 'Violet Leaves']",Italy,Female,2010,"['Everyday', 'Cheerful', 'Happy', 'Optimistic', 'Freedom', 'Joyful', 'Romantic', 'Day', 'Casual', 'Spring']"
