name,brand,family,subfamily,description,ingredients,origin,gender,year,concepts
SPICE AND WOOD,Creed,WOODY,SPICY,"Two sensations meet and textures tangle, emanating a scent in the air. Passionate powder of spice and the persistent power of wood subtly mingle. This scent is alive, striving against the day, absorbing surroundings. Classic and modern, intimate and persistent, Spice and Wood embodies duality.","['Cedarwood', 'Allspice', 'Nutmeg', 'Vetiver', 'Clove', 'Angelica', 'Bergamot', 'Birch', 'Lemon', 'Oakmoss', 'Patchouli', 'Red Berries', 'White Pepper', 'Apple', 'Iris / Orris', 'Musk']",France,Unisex,2010,"['Intense', 'Rich', 'Robust', 'Powerful', 'Winter', 'Autum', 'Elegant', 'Woody', 'Brown', 'Grey']"
