name,brand,family,subfamily,description,ingredients,origin,gender,year,concepts
LOVE IN WHITE FOR SUMMER,Creed,FLORAL,FLORAL,"A dreamy fresh floral that bottles white-hot nights on the Côte d'Azur and the quest for eternal summer. This scent transports wearers to the French Riviera where chic white accessories, crisp waves and long holiday escapes reign. Like the sparkling hues of the ocean's reflection, iris and cedar shine through at the heart of this serene seasonal scent.","['Magnolia', 'Iris (Florentine/Tuscany)', 'Cedarwood (Virginia)', 'Jasmine', 'Rose (Bulgaria)', 'Amber', 'Apple', 'Bergamot', 'Rice', 'Sandalwood (India)']",France,Female,2018,"['Everyday', 'Floral', 'Blooming', 'Round', 'Romantic', 'Rich', 'Clean', 'Casual', 'Day', 'Feminine']"
