name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
HUNTER FOR MEN,Armaf,https://api-assets.wikiparfum.com/_resized/jfsyy10y9qgkqvftza5ihkqyyr4umkcg83sbi69juae9z81t3lxb9e6btcd6-w500-q85.jpg,WOODY,WOODY,A dazzling and intense floral woody masculine fragrance.,"['Cedarwood', 'Ylang-ylang', 'Cardamom', 'Vetiver', 'Tuberose', 'Grapefruit', 'Aromatic Notes']",United Arab Emirates,Male,2020,"['Intense', 'Rich', 'Robust', 'Powerful', 'Woody', 'Earthy', 'Elegant', 'Autum', 'Winter', 'Black']"
