name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
ACQUA DI GIÒ PROFONDO,Giorgio Armani,https://api-assets.wikiparfum.com/_resized/z4c9sbv5q4jxb1mr0n2hurskawvgbtogr3hfn00cerg797xppr19zv1z3p78-w500-q85.jpg,AROMATIC FOUGERE,CITRUS,"Acqua di Giò Profondo is more than a fragrance; it is a captivating immersion in the depth of the soul, which embraces the values ​​of freedom and modern masculinity to reveal an increasingly intimate dimension.","['Lavender', 'Amber', 'Cascalone (Marine)', 'Cypress', 'Rosemary', 'Bergamot', 'Mandarin (green)', 'Lentisk', 'Musk', 'Patchouli', 'Aquozone (Marine)']",Italy,Male,2020,"['Everyday', 'Casual', 'Day', 'Dynamic', 'Sparkling', 'Energyzing', 'Sporty', 'Summer', 'Fresh', 'Marine']"
