name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
AIR DI GIOIA,Giorgio Armani,https://api-assets.wikiparfum.com/_resized/o94rj2pmhm8d8ojx3rdnkav9ethavbytfxtnn66hbk3iis47msntfzb4qgct-w500-q85.jpg,FLORAL,WATERY,"Air di Gioia exudes an energy some term ""ozonic"", like the joy of an unexpected waft of sea spray. The olfactory score is an Italian melody; the wake is buoyant and euphoric, as free and exhilarating as pure, fresh air.","['Peony', 'Sea Water', 'Patchouli', 'Orange Blossom', 'Ylang-ylang', 'Cashmeran (Woody musky)', 'Cypress', 'Mandarin', 'Moss', 'Musk', 'Neroli', 'Pink Pepper']",Italy,Female,2016,"['Everyday', 'Floral', 'Blooming', 'Sunny', 'Freedom', 'Light', 'Luminous', 'Radiant', 'Casual', 'Spring']"
