name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
WHITE FLOWERS,Creed,https://api-assets.wikiparfum.com/_resized/atb46xh42v6uqgb6apu0x98numpnoebh13noowhk97pdmhqozpsqesog8ik6-w500-q85.jpg,FLORAL,FLORAL,"Les Royales Exclusives collection, one of the most ambitious projects in Creed's 250 years, the masterpiece White Flowers is a statement to the aesthetic world about the legacy, quality and collectability of fragrance as art. Olivier Creed uses hand-picked ingredients of this world to imagine a world that is beyond. Serene and composed, White Flowers is a voyage into spirit and dream.","['Jasmine (Morocco)', 'Geranium', 'Violet Leaves', 'Narcissus', 'Rose (Bulgaria)', 'Lemon', 'Musk', 'Green Apple', 'Sandalwood (India)']",France,Unisex,2011,"['Everyday', 'Floral', 'Blooming', 'Round', 'Romantic', 'Rich', 'Clean', 'Casual', 'Day', 'Feminine']"
