name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
ARMANI CODE LUNA,Giorgio Armani,https://api-assets.wikiparfum.com/_resized/aau7btt95t461bhczzpkzww65t0tu1awz6zs1i922idktqfm6j66h8kjojt7-w500-q85.jpg,FLORAL,AMBERY (ORIENTAL),"The moon was the inspiration for Armani Code Luna, a symbol of femininity, mysticism, magnetism and sensuality. Armani Code Luna aims to create an atmosphere of seduction and dark romance, magic and mystery. Rare and mysterious, its whiteness is a reflection of its purity; it grows and blooms to its fullest in the moonlight.","['Orange Blossom', 'Vanilla', 'Petitgrain', 'Moonflower', 'Tonka Bean', 'Bergamot']",Italy,Female,2012,"['Round', 'Everyday', 'Rich', 'Casual', 'Intense', 'Robust', 'Powerful', 'Carnal', 'Floral', 'Purple']"
