name,brand,photo_url,family,subfamily,description,ingredients,origin,gender,year,concepts
SÌ PASSIONE LIMITED EDITION 2022,Giorgio Armani,https://api-assets.wikiparfum.com/_resized/mwrmmpsmeonvv2xhmc32q7p664y5sh9tgvxyim64qy7ahtnduyslbyntadix-w500-q85.jpg,FLORAL,FRUITY,Our iconic bouquet of flowers encased in a jewel-like red bottle.,"['Jasmine', 'Blackcurrant Bud', 'Musk', 'Heliotrope', 'Rose', 'Pear', 'Pink Pepper', 'Cedarwood', 'Vanilla', 'Orcanox (Ambergris)']",,Female,2022,"['Everyday', 'Day', 'Casual', 'Exotic', 'White', 'Optimistic', 'Freedom', 'Romantic', 'Colourful', 'Cheerful']"
